timestamp,AirQualityIndex,CO_(μg/m³),NO_(μg/m³),NO2_(μg/m³),O3_(μg/m³),SO2_(μg/m³),PM2_5_(μg/m³),PM10_(μg/m³),NH3_(μg/m³)
2020-12-08 23:00:00+00:00,3,487.33,0.35,25.36,86.55,71.53,23.77,27.28,0.0
2020-12-09 00:00:00+00:00,2,460.63,0.05,31.87,60.08,97.28,18.27,21.1,0.0
2020-12-09 01:00:00+00:00,2,417.23,0.0,30.16,45.78,85.83,12.46,14.4,0.04
2020-12-09 02:00:00+00:00,2,387.19,0.01,26.73,40.05,60.56,11.48,13.95,0.51
2020-12-09 03:00:00+00:00,2,360.49,0.0,22.62,42.2,49.11,12.82,15.66,0.6
2020-12-09 04:00:00+00:00,2,350.48,0.0,20.56,45.06,44.35,13.73,16.21,0.55
2020-12-09 05:00:00+00:00,2,367.17,0.0,21.59,43.27,42.92,14.22,16.53,0.58
2020-12-09 06:00:00+00:00,2,383.85,0.01,22.96,40.41,43.39,14.44,16.47,0.44
2020-12-09 07:00:00+00:00,2,413.9,0.01,25.71,36.84,47.68,15.51,17.68,0.37
2020-12-09 08:00:00+00:00,2,460.63,0.01,29.47,33.26,53.41,17.37,19.8,0.25
2020-12-09 09:00:00+00:00,2,507.36,0.02,31.19,30.76,55.79,19.69,22.35,0.07
2020-12-09 10:00:00+00:00,3,527.38,0.02,31.53,30.04,54.84,21.34,24.06,0.0
2020-12-09 11:00:00+00:00,3,527.38,0.02,30.85,30.4,52.45,22.69,25.37,0.0
2020-12-09 12:00:00+00:00,3,554.09,0.04,31.87,28.97,50.55,24.19,27.07,0.0
2020-12-09 13:00:00+00:00,4,647.54,0.19,38.39,22.71,52.45,26.47,30.1,0.0
2020-12-09 14:00:00+00:00,4,761.03,2.49,46.61,15.2,54.36,28.08,32.46,0.23
2020-12-09 15:00:00+00:00,4,821.11,11.29,40.44,25.39,54.36,29.27,34.28,0.64
2020-12-09 16:00:00+00:00,4,774.38,11.06,32.56,47.92,47.68,28.11,32.77,0.74
2020-12-09 17:00:00+00:00,4,807.76,8.72,31.53,80.82,50.07,31.19,35.55,0.67
2020-12-09 18:00:00+00:00,4,881.2,6.15,31.19,131.61,60.56,39.43,43.62,0.52
2020-12-09 19:00:00+00:00,4,634.19,2.85,16.97,147.34,41.96,33.16,35.82,0.03
2020-12-09 20:00:00+00:00,4,507.36,1.55,10.97,150.2,31.47,28.8,30.84,0.0
2020-12-09 21:00:00+00:00,4,473.98,1.15,10.03,147.34,27.9,26.29,28.16,0.0
2020-12-09 22:00:00+00:00,3,427.25,0.89,10.97,131.61,22.89,21.87,23.67,0.0
2020-12-09 23:00:00+00:00,2,407.22,0.54,15.08,113.01,24.32,18.77,20.81,0.24
2020-12-10 00:00:00+00:00,2,413.9,0.07,19.88,98.71,31.47,16.99,19.72,0.95
2020-12-10 01:00:00+00:00,2,423.91,0.0,23.65,79.39,40.53,13.48,16.57,1.55
2020-12-10 02:00:00+00:00,2,447.27,0.0,28.79,57.22,47.68,11.17,15.87,3.14
2020-12-10 03:00:00+00:00,2,433.92,0.0,29.47,49.35,55.31,12.35,18.22,3.55
2020-12-10 04:00:00+00:00,2,403.88,0.0,27.08,46.49,59.13,11.63,16.29,2.28
2020-12-10 05:00:00+00:00,2,397.21,0.0,26.39,42.92,57.7,11.07,14.97,1.81
2020-12-10 06:00:00+00:00,2,397.21,0.0,26.39,40.41,57.7,10.94,14.12,1.39
2020-12-10 07:00:00+00:00,2,520.71,0.02,33.24,32.19,63.9,14.1,18.76,1.93
2020-12-10 08:00:00+00:00,2,694.28,0.08,42.5,21.99,71.53,17.65,23.64,2.34
2020-12-10 09:00:00+00:00,3,974.66,1.2,56.21,8.67,84.88,23.24,30.88,3.96
2020-12-10 10:00:00+00:00,4,1335.14,7.6,63.06,0.44,61.99,35.75,48.04,7.22
2020-12-10 11:00:00+00:00,5,1548.77,14.08,61.01,0.12,36.72,51.43,69.42,9.37
2020-12-10 12:00:00+00:00,5,1708.98,19.89,61.69,0.08,34.33,71.19,94.52,9.75
2020-12-10 13:00:00+00:00,5,2429.96,63.48,67.17,0.0,39.58,103.29,136.38,11.4
2020-12-10 14:00:00+00:00,5,4058.84,177.03,76.77,0.2,45.78,143.61,188.34,18.75
2020-12-10 15:00:00+00:00,5,5500.79,268.22,97.33,2.79,52.93,177.12,226.51,20.52
2020-12-10 16:00:00+00:00,5,1668.93,11.85,65.8,98.71,106.81,72.2,81.66,0.21
2020-12-10 17:00:00+00:00,5,1762.39,6.59,56.21,191.69,113.49,88.0,97.23,0.14
2020-12-10 18:00:00+00:00,5,1976.01,3.3,43.53,311.85,129.7,114.93,124.16,0.1
2020-12-10 19:00:00+00:00,5,1428.6,1.05,17.31,323.3,89.65,95.22,101.36,0.0
2020-12-10 20:00:00+00:00,5,1121.52,0.5,10.45,294.69,67.71,78.31,83.34,0.0
2020-12-10 21:00:00+00:00,5,1094.82,0.33,11.14,286.1,64.85,76.79,81.99,0.01
2020-12-10 22:00:00+00:00,5,1108.17,0.2,13.54,274.66,63.9,78.72,84.79,0.0
2020-12-10 23:00:00+00:00,5,1068.12,0.08,17.48,240.33,56.27,79.96,87.66,0.0
2020-12-11 00:00:00+00:00,5,921.25,0.01,17.82,183.11,40.05,71.26,79.31,0.0
2020-12-11 01:00:00+00:00,5,1081.47,0.0,44.55,103.0,34.81,67.3,79.43,2.44
2020-12-11 02:00:00+00:00,5,1241.68,0.01,65.12,47.21,32.9,65.45,82.71,5.64
2020-12-11 03:00:00+00:00,5,1174.93,0.12,62.38,25.75,27.66,58.01,77.83,6.4
2020-12-11 04:00:00+00:00,5,1174.93,0.71,62.38,13.23,27.42,54.07,75.52,6.84
2020-12-11 05:00:00+00:00,5,1188.28,1.96,61.69,6.08,28.85,50.08,70.6,6.4
2020-12-11 06:00:00+00:00,4,1108.17,1.7,56.89,5.23,29.56,42.53,59.56,4.75
2020-12-11 07:00:00+00:00,4,921.25,0.77,43.87,7.87,23.84,34.39,48.51,3.2
2020-12-11 08:00:00+00:00,4,827.79,0.41,35.3,9.84,19.55,31.58,44.65,2.53
2020-12-11 09:00:00+00:00,4,907.9,0.5,35.99,8.67,21.94,34.76,48.3,2.57
2020-12-11 10:00:00+00:00,4,1001.36,0.69,38.04,6.35,24.08,37.64,51.77,2.66
2020-12-11 11:00:00+00:00,4,1001.36,1.05,37.7,5.05,24.32,37.24,51.49,2.66
2020-12-11 12:00:00+00:00,4,1028.06,2.57,39.41,2.71,27.42,36.58,51.17,3.07
2020-12-11 13:00:00+00:00,4,1441.96,10.95,53.47,0.37,59.61,41.09,54.52,3.58
2020-12-11 14:00:00+00:00,4,2002.72,30.85,61.69,0.93,82.02,47.76,62.7,5.26
2020-12-11 15:00:00+00:00,5,2349.85,46.05,71.29,12.52,107.77,55.78,72.81,6.27
2020-12-11 16:00:00+00:00,4,1361.85,11.85,48.67,74.39,69.62,44.82,52.54,1.87
2020-12-11 17:00:00+00:00,4,1188.28,5.2,35.64,147.34,62.94,49.13,55.1,1.38
2020-12-11 18:00:00+00:00,5,1188.28,2.35,24.33,228.88,64.85,60.22,65.89,1.39
2020-12-11 19:00:00+00:00,5,961.3,0.91,11.65,248.91,50.55,51.45,56.59,1.35
2020-12-11 20:00:00+00:00,4,741.01,0.61,7.97,208.86,36.24,36.99,41.73,1.08
2020-12-11 21:00:00+00:00,4,660.9,0.57,8.48,185.97,31.95,30.86,35.6,1.06
2020-12-11 22:00:00+00:00,4,634.19,0.51,10.71,170.23,30.04,27.53,32.33,1.19
2020-12-11 23:00:00+00:00,3,634.19,0.37,15.77,147.34,29.09,24.31,29.28,1.49
2020-12-12 00:00:00+00:00,3,620.84,0.06,20.22,117.3,26.7,20.18,25.16,1.76
2020-12-12 01:00:00+00:00,2,654.22,0.0,25.36,95.84,28.37,19.2,24.17,2.31
2020-12-12 02:00:00+00:00,3,694.28,0.0,27.42,87.26,30.52,20.06,25.15,2.53
2020-12-12 03:00:00+00:00,3,667.57,0.0,25.36,81.54,29.33,20.04,25.25,2.15
2020-12-12 04:00:00+00:00,4,1335.14,7.6,72.66,17.52,33.38,42.06,59.31,8.36
2020-12-12 05:00:00+00:00,5,2349.85,59.01,81.57,0.0,30.52,74.11,104.86,9.25
2020-12-12 06:00:00+00:00,5,2883.91,99.24,72.66,0.0,27.42,89.92,124.39,6.71
2020-12-12 07:00:00+00:00,5,2403.26,80.47,56.21,0.0,24.56,73.68,104.89,6.46
2020-12-12 08:00:00+00:00,5,1762.39,45.6,43.18,0.0,16.45,55.58,80.51,3.99
2020-12-12 09:00:00+00:00,4,1441.96,24.59,38.73,0.04,13.47,47.23,65.64,1.85
2020-12-12 10:00:00+00:00,4,1201.63,8.94,39.76,0.5,15.5,41.06,55.05,2.15
2020-12-12 11:00:00+00:00,4,1081.47,6.09,35.99,0.76,14.19,38.01,52.0,3.14
2020-12-12 12:00:00+00:00,4,1081.47,10.17,34.27,0.36,15.26,37.11,52.5,4.31
2020-12-12 13:00:00+00:00,5,1628.88,44.7,37.36,0.0,20.74,50.02,71.93,4.88
2020-12-12 14:00:00+00:00,5,2777.1,119.81,45.93,0.14,28.85,73.63,104.85,8.74
2020-12-12 15:00:00+00:00,5,3391.27,153.78,61.01,1.45,43.39,84.06,116.68,13.05
2020-12-12 16:00:00+00:00,4,1548.77,13.75,65.12,20.39,84.88,38.55,46.02,1.88
2020-12-12 17:00:00+00:00,4,1522.06,8.94,65.8,39.34,84.88,37.3,43.85,2.15
2020-12-12 18:00:00+00:00,4,1575.47,6.43,65.8,64.37,88.69,37.59,43.9,2.44
2020-12-12 19:00:00+00:00,3,1054.76,3.02,39.07,83.69,56.74,22.1,26.55,1.82
2020-12-12 20:00:00+00:00,2,667.57,1.72,19.88,92.98,32.42,13.22,16.61,1.25
2020-12-12 21:00:00+00:00,2,514.03,1.17,12.85,97.28,23.37,10.22,13.18,1.03
2020-12-12 22:00:00+00:00,2,467.3,1.03,11.48,97.28,20.27,9.14,11.95,1.08
2020-12-12 23:00:00+00:00,2,447.27,0.98,13.71,85.83,18.6,8.05,11.01,1.31
2020-12-13 00:00:00+00:00,1,410.56,0.29,15.59,65.09,15.14,6.53,9.6,1.43
2020-12-13 01:00:00+00:00,2,707.63,0.53,45.93,24.68,22.17,11.26,18.73,4.31
2020-12-13 02:00:00+00:00,2,1001.36,5.7,63.06,2.15,27.9,18.75,32.04,7.16
2020-12-13 03:00:00+00:00,3,1054.76,9.72,57.58,0.51,26.23,23.34,40.12,7.92
2020-12-13 04:00:00+00:00,4,1375.2,27.94,51.41,0.04,25.03,38.05,62.75,10.13
2020-12-13 05:00:00+00:00,5,1789.09,54.09,45.24,0.0,20.98,55.29,87.91,10.77
2020-12-13 06:00:00+00:00,5,1815.8,62.59,37.7,0.0,13.71,56.12,87.34,6.59
2020-12-13 07:00:00+00:00,4,1308.44,39.79,28.1,0.0,9.06,41.09,64.88,3.45
2020-12-13 08:00:00+00:00,4,907.9,19.22,23.65,0.08,7.99,30.85,49.06,2.6
2020-12-13 09:00:00+00:00,4,767.71,10.95,21.94,0.28,8.23,27.96,43.39,2.25
2020-12-13 10:00:00+00:00,4,694.28,6.59,20.74,0.87,8.23,26.08,40.23,2.22
2020-12-13 11:00:00+00:00,3,640.87,4.58,20.05,1.59,8.46,23.67,36.9,2.34
2020-12-13 12:00:00+00:00,3,680.92,7.49,21.25,0.96,9.66,23.42,37.34,2.85
2020-12-13 13:00:00+00:00,4,1201.63,39.34,25.71,0.02,16.69,35.66,57.15,6.02
2020-12-13 14:00:00+00:00,5,2243.04,110.87,32.9,0.35,24.08,55.43,88.1,12.54
2020-12-13 15:00:00+00:00,5,2964.02,157.36,47.98,3.84,30.28,68.36,107.07,15.2
2020-12-13 16:00:00+00:00,2,734.33,9.95,25.36,56.51,33.85,14.17,19.86,2.22
2020-12-13 17:00:00+00:00,2,680.92,4.97,19.71,101.57,35.29,17.2,22.38,2.22
2020-12-13 18:00:00+00:00,4,700.95,2.4,14.91,158.79,39.1,25.1,30.57,2.25
2020-12-13 19:00:00+00:00,3,473.98,0.85,5.91,153.07,23.37,18.11,21.67,1.27
2020-12-13 20:00:00+00:00,3,383.85,0.64,4.33,138.76,16.69,13.09,15.79,0.95
2020-12-13 21:00:00+00:00,3,393.87,0.64,5.14,143.05,17.64,13.8,16.48,1.0
2020-12-13 22:00:00+00:00,3,427.25,0.69,7.11,147.34,20.27,15.43,18.29,1.19
2020-12-13 23:00:00+00:00,3,487.33,0.7,12.0,138.76,23.84,16.4,19.8,1.57
2020-12-14 00:00:00+00:00,2,527.38,0.18,18.17,114.44,25.27,15.31,19.39,1.95
2020-12-14 01:00:00+00:00,3,1014.71,0.22,63.06,49.35,37.67,23.62,33.24,6.14
2020-12-14 02:00:00+00:00,4,1682.28,12.85,98.71,1.77,45.78,41.57,61.44,11.91
2020-12-14 03:00:00+00:00,5,1949.31,32.63,85.68,0.0,40.05,53.24,81.73,13.93
2020-12-14 04:00:00+00:00,5,2002.72,42.92,72.66,0.0,34.33,58.67,91.36,13.81
2020-12-14 05:00:00+00:00,5,2082.82,51.41,67.86,0.0,33.38,57.44,89.2,12.92
2020-12-14 06:00:00+00:00,4,1842.5,46.49,63.06,0.0,30.04,44.32,68.15,10.01
2020-12-14 07:00:00+00:00,4,1295.09,26.82,50.04,0.02,25.99,27.73,43.4,7.6
2020-12-14 08:00:00+00:00,2,867.84,8.38,42.16,1.0,24.56,18.38,28.21,5.64
2020-12-14 09:00:00+00:00,2,674.25,0.57,35.3,13.95,26.23,15.05,20.99,4.37
2020-12-14 10:00:00+00:00,2,447.27,0.0,16.79,46.49,20.27,14.7,17.25,2.19
2020-12-14 11:00:00+00:00,2,397.21,0.0,11.82,62.23,17.88,16.91,18.72,0.79
2020-12-14 12:00:00+00:00,2,413.9,0.0,13.02,67.23,19.55,17.49,19.23,0.48
2020-12-14 13:00:00+00:00,2,460.63,0.0,17.99,63.66,21.94,17.25,19.28,0.62
2020-12-14 14:00:00+00:00,2,554.09,0.25,27.76,53.64,26.94,17.55,20.08,1.08
2020-12-14 15:00:00+00:00,2,647.54,4.08,30.85,52.93,31.95,18.26,21.3,1.54
2020-12-14 16:00:00+00:00,3,747.68,7.6,29.47,66.52,39.1,22.22,25.82,1.63
2020-12-14 17:00:00+00:00,4,847.82,6.15,28.1,105.86,47.21,30.58,34.47,1.24
2020-12-14 18:00:00+00:00,4,934.6,3.16,22.62,177.38,54.36,43.45,47.67,0.97
2020-12-14 19:00:00+00:00,4,834.47,1.16,11.48,223.16,45.78,46.33,50.82,0.9
2020-12-14 20:00:00+00:00,4,667.57,0.67,6.86,203.13,32.42,38.21,42.74,0.63
2020-12-14 21:00:00+00:00,3,480.65,0.7,6.0,151.63,21.22,23.91,27.5,0.57
2020-12-14 22:00:00+00:00,2,383.85,0.87,6.68,114.44,15.02,15.43,18.33,0.64
2020-12-14 23:00:00+00:00,2,363.83,0.91,9.43,94.41,12.99,12.28,15.09,0.82
2020-12-15 00:00:00+00:00,2,347.14,0.24,11.82,78.68,10.97,10.76,13.62,0.92
2020-12-15 01:00:00+00:00,2,761.03,0.24,51.41,35.05,23.6,18.6,27.46,4.75
2020-12-15 02:00:00+00:00,4,1134.87,3.91,76.08,5.1,32.9,29.42,45.87,8.49
2020-12-15 03:00:00+00:00,4,1214.98,7.82,70.6,1.22,32.42,35.89,57.24,9.75
2020-12-15 04:00:00+00:00,4,1295.09,11.4,64.43,0.63,31.95,42.63,67.71,10.64
2020-12-15 05:00:00+00:00,4,1388.55,17.43,61.01,0.17,28.37,47.36,73.85,10.51
2020-12-15 06:00:00+00:00,4,1321.79,17.66,57.58,0.15,20.5,43.87,66.64,7.41
2020-12-15 07:00:00+00:00,4,1068.12,10.73,47.98,0.74,12.16,36.96,54.61,3.77
2020-12-15 08:00:00+00:00,4,921.25,5.98,38.73,1.57,9.89,35.1,51.36,2.47
2020-12-15 09:00:00+00:00,4,894.55,4.3,33.59,1.99,10.73,37.06,54.02,2.22
2020-12-15 10:00:00+00:00,4,867.84,3.1,30.5,3.17,11.92,38.2,55.41,2.47
2020-12-15 11:00:00+00:00,4,834.47,2.35,28.79,4.69,13.11,37.22,54.69,2.88
2020-12-15 12:00:00+00:00,4,894.55,5.31,32.56,2.66,15.26,38.36,57.25,3.67
2020-12-15 13:00:00+00:00,5,1562.12,45.6,39.41,0.03,24.32,55.18,83.4,7.98
2020-12-15 14:00:00+00:00,5,2910.61,139.48,48.67,0.41,35.29,82.42,124.62,16.72
2020-12-15 15:00:00+00:00,5,3898.62,196.7,73.34,4.74,44.82,102.31,152.43,20.01
2020-12-15 16:00:00+00:00,3,907.9,10.84,33.59,70.81,47.68,22.32,29.31,2.57
2020-12-15 17:00:00+00:00,4,821.11,5.59,25.36,121.59,47.21,25.78,32.04,2.31
2020-12-15 18:00:00+00:00,4,847.82,2.88,20.05,185.97,50.55,35.46,42.06,2.25
2020-12-15 19:00:00+00:00,3,527.38,0.95,9.08,161.65,27.42,20.69,24.96,1.66
2020-12-15 20:00:00+00:00,2,360.49,0.76,6.68,117.3,15.26,10.54,13.2,1.14
2020-12-15 21:00:00+00:00,2,343.8,0.7,7.71,101.57,14.07,8.22,10.5,1.09
2020-12-15 22:00:00+00:00,2,333.79,0.59,8.82,88.69,12.76,6.91,9.14,1.11
2020-12-15 23:00:00+00:00,1,343.8,0.52,11.65,77.25,12.28,6.73,9.35,1.27
2020-12-16 00:00:00+00:00,1,360.49,0.14,14.91,63.66,12.16,6.87,10.03,1.44
2020-12-16 01:00:00+00:00,2,1001.36,11.18,64.43,10.1,27.66,18.35,30.6,7.28
2020-12-16 02:00:00+00:00,4,1708.98,50.07,73.34,0.0,39.58,36.69,61.52,13.17
2020-12-16 03:00:00+00:00,4,1949.31,66.16,64.43,0.0,37.67,49.16,83.3,14.44
2020-12-16 04:00:00+00:00,5,2029.42,69.74,56.21,0.0,34.33,59.0,99.19,13.93
2020-12-16 05:00:00+00:00,5,2162.93,76.89,50.72,0.0,30.52,66.85,108.43,13.05
2020-12-16 06:00:00+00:00,5,2162.93,81.36,46.61,0.0,24.08,65.75,103.14,10.26
2020-12-16 07:00:00+00:00,5,1869.2,67.95,38.73,0.0,16.69,56.13,88.84,7.16
2020-12-16 08:00:00+00:00,4,1602.17,54.09,32.22,0.0,14.78,49.7,79.38,6.33
2020-12-16 09:00:00+00:00,5,1548.77,48.73,29.13,0.0,17.64,50.11,78.16,6.59
2020-12-16 10:00:00+00:00,4,1468.66,43.81,27.08,0.0,20.27,49.08,75.97,7.28
2020-12-16 11:00:00+00:00,4,1401.9,39.34,25.71,0.0,21.22,46.62,71.41,7.41
2020-12-16 12:00:00+00:00,4,1508.71,42.02,28.79,0.0,29.8,47.98,70.67,7.22
2020-12-16 13:00:00+00:00,4,1535.42,20.12,61.69,0.01,94.41,38.91,49.63,2.53
2020-12-16 14:00:00+00:00,4,1735.69,29.95,67.17,0.78,103.0,41.09,52.05,3.52
2020-12-16 15:00:00+00:00,4,1762.39,36.66,63.06,7.33,101.09,40.34,51.3,4.12
2020-12-16 16:00:00+00:00,4,841.14,10.06,38.73,31.11,57.7,26.67,31.41,0.86
2020-12-16 17:00:00+00:00,4,801.09,7.26,38.04,44.35,61.99,29.0,33.09,0.25
2020-12-16 18:00:00+00:00,4,854.49,5.25,41.13,56.51,68.67,32.25,36.34,0.06
2020-12-16 19:00:00+00:00,4,814.44,3.24,36.33,70.81,61.99,32.53,36.42,0.01
2020-12-16 20:00:00+00:00,4,767.71,1.87,28.1,87.98,50.55,30.3,34.29,0.03
2020-12-16 21:00:00+00:00,4,667.57,0.94,18.85,104.43,38.62,25.9,29.66,0.31
2020-12-16 22:00:00+00:00,2,527.38,0.66,12.85,103.0,25.27,19.62,23.0,0.59
2020-12-16 23:00:00+00:00,2,460.63,0.59,12.85,92.98,18.6,16.28,19.64,0.86
2020-12-17 00:00:00+00:00,2,427.25,0.15,14.05,81.54,15.14,15.04,18.44,1.0
2020-12-17 01:00:00+00:00,2,747.68,0.01,43.18,50.07,28.37,19.39,26.96,3.67
2020-12-17 02:00:00+00:00,4,1081.47,0.29,71.29,21.99,40.05,25.37,37.47,6.52
2020-12-17 03:00:00+00:00,4,1201.63,0.82,78.14,11.98,41.49,28.55,42.97,7.79
2020-12-17 04:00:00+00:00,5,1789.09,25.26,83.63,0.58,38.62,50.4,77.28,12.92
2020-12-17 05:00:00+00:00,5,2510.07,67.95,80.2,0.0,31.95,78.95,120.49,14.31
2020-12-17 06:00:00+00:00,5,2670.29,85.83,72.66,0.0,22.17,86.33,131.14,8.11
2020-12-17 07:00:00+00:00,5,2243.04,68.84,58.95,0.0,16.21,76.12,117.22,4.56
2020-12-17 08:00:00+00:00,5,1789.09,47.83,47.98,0.0,15.14,67.67,104.59,3.83
2020-12-17 09:00:00+00:00,5,1575.47,36.21,41.81,0.0,16.69,64.86,98.99,4.05
2020-12-17 10:00:00+00:00,5,1308.44,24.36,35.99,0.04,16.69,57.55,87.26,4.5
2020-12-17 11:00:00+00:00,4,1094.82,15.87,32.9,0.17,15.26,49.38,74.43,4.56
2020-12-17 12:00:00+00:00,4,1094.82,16.32,35.3,0.22,16.21,46.39,68.88,4.56
2020-12-17 13:00:00+00:00,5,1522.06,38.89,47.98,0.02,25.27,52.8,75.75,5.07
2020-12-17 14:00:00+00:00,5,2323.15,93.88,57.58,0.35,36.24,64.7,90.92,8.36
2020-12-17 15:00:00+00:00,5,2590.18,100.14,68.55,7.15,55.31,67.19,91.54,9.88
2020-12-17 16:00:00+00:00,5,1548.77,15.42,60.32,73.67,90.6,52.65,62.34,1.08
2020-12-17 17:00:00+00:00,5,1628.88,7.6,58.26,145.91,95.37,68.43,77.42,0.72
2020-12-17 18:00:00+00:00,5,1708.98,4.14,52.09,211.72,103.0,86.26,95.02,0.67
2020-12-17 19:00:00+00:00,5,1335.14,1.82,31.87,226.02,78.2,70.22,76.86,0.74
2020-12-17 20:00:00+00:00,5,1068.12,1.02,20.74,214.58,60.08,54.07,59.64,1.05
2020-12-17 21:00:00+00:00,4,988.01,0.67,17.31,208.86,55.79,48.81,54.32,1.36
2020-12-17 22:00:00+00:00,4,947.95,0.49,17.48,197.41,52.93,44.39,49.96,1.63
2020-12-17 23:00:00+00:00,4,894.55,0.34,20.56,168.8,47.21,37.34,43.42,1.96
2020-12-18 00:00:00+00:00,4,747.68,0.06,21.94,125.89,35.76,25.9,32.15,2.15
2020-12-18 01:00:00+00:00,3,881.2,0.0,40.78,81.54,43.39,23.55,32.59,3.77
2020-12-18 02:00:00+00:00,4,1161.58,0.0,63.75,51.5,58.17,29.23,41.76,5.45
2020-12-18 03:00:00+00:00,4,1321.79,0.01,74.03,37.19,63.9,37.26,52.7,6.14
2020-12-18 04:00:00+00:00,5,1562.12,2.4,91.85,13.59,53.88,51.37,72.85,8.74
2020-12-18 05:00:00+00:00,5,1976.01,22.13,97.33,0.1,44.35,67.07,96.24,11.4
2020-12-18 06:00:00+00:00,5,2136.23,38.0,91.85,0.0,35.29,72.08,103.34,10.13
2020-12-18 07:00:00+00:00,5,2109.53,39.34,82.25,0.0,25.51,73.45,107.04,8.87
2020-12-18 08:00:00+00:00,5,2029.42,34.87,71.29,0.0,18.6,75.55,110.07,6.84
2020-12-18 09:00:00+00:00,5,2002.72,32.19,63.75,0.0,15.97,78.66,112.25,4.5
2020-12-18 10:00:00+00:00,5,1922.61,28.61,57.58,0.01,14.78,79.14,110.87,3.36
2020-12-18 11:00:00+00:00,5,1735.69,23.69,50.72,0.03,14.66,71.62,100.79,3.14
2020-12-18 12:00:00+00:00,5,1588.82,25.71,45.93,0.03,16.45,62.9,90.22,3.67
2020-12-18 13:00:00+00:00,5,2269.75,75.1,47.98,0.0,24.8,76.86,111.4,6.9
2020-12-18 14:00:00+00:00,5,3898.62,193.12,57.58,0.24,32.42,109.56,153.89,13.68
2020-12-18 15:00:00+00:00,5,5180.36,275.37,84.31,3.44,42.44,134.22,179.02,19.0
2020-12-18 16:00:00+00:00,4,1682.28,21.01,66.49,67.95,94.41,47.95,58.84,3.36
2020-12-18 17:00:00+00:00,5,1789.09,10.39,67.17,157.36,104.9,79.51,90.28,1.9
2020-12-18 18:00:00+00:00,5,1949.31,5.14,54.84,268.94,117.3,119.94,130.6,0.93
2020-12-18 19:00:00+00:00,5,1321.79,1.66,21.59,277.52,75.34,87.79,94.52,0.99
2020-12-18 20:00:00+00:00,5,974.66,0.72,10.45,254.63,53.88,62.03,67.05,1.39
2020-12-18 21:00:00+00:00,5,907.9,0.55,9.85,243.19,51.02,53.96,58.74,1.85
2020-12-18 22:00:00+00:00,5,907.9,0.44,12.17,237.47,51.5,50.99,55.88,2.06
2020-12-18 23:00:00+00:00,4,934.6,0.28,17.99,220.3,51.5,48.67,54.38,2.15
2020-12-19 00:00:00+00:00,4,921.25,0.04,23.31,191.69,48.64,42.77,49.29,2.38
2020-12-19 01:00:00+00:00,5,1642.23,0.12,100.08,78.68,53.88,52.86,69.04,8.23
2020-12-19 02:00:00+00:00,5,2483.37,22.35,152.17,1.15,51.98,72.17,103.01,14.69
2020-12-19 03:00:00+00:00,5,2563.48,52.75,115.16,0.0,38.62,76.8,118.34,15.71
2020-12-19 04:00:00+00:00,5,2563.48,75.1,82.94,0.0,30.28,82.51,134.27,15.58
2020-12-19 05:00:00+00:00,5,2750.4,97.45,66.49,0.0,25.27,90.95,148.76,13.43
2020-12-19 06:00:00+00:00,5,2616.88,101.03,54.84,0.0,17.88,83.58,135.79,8.23
2020-12-19 07:00:00+00:00,5,1895.9,67.95,42.16,0.0,11.8,59.82,98.53,4.43
2020-12-19 08:00:00+00:00,4,1348.5,38.89,34.62,0.0,10.25,43.96,71.73,3.33
2020-12-19 09:00:00+00:00,4,1148.22,25.03,32.56,0.01,11.44,38.37,59.39,2.91
2020-12-19 10:00:00+00:00,4,894.55,6.76,39.76,0.45,19.55,27.09,39.16,2.63
2020-12-19 11:00:00+00:00,4,854.49,4.92,38.39,0.49,21.46,25.08,36.11,3.23
2020-12-19 12:00:00+00:00,4,921.25,6.93,39.41,0.24,31.47,25.13,36.04,3.86
2020-12-19 13:00:00+00:00,4,894.55,0.81,45.24,12.34,59.13,25.46,31.72,1.49
2020-12-19 14:00:00+00:00,4,841.14,1.3,45.24,16.27,55.31,25.38,30.77,1.35
2020-12-19 15:00:00+00:00,3,774.38,7.15,32.9,31.83,47.68,23.62,28.78,1.58
2020-12-19 16:00:00+00:00,2,567.44,4.92,19.19,65.09,32.9,19.65,23.04,1.05
2020-12-19 17:00:00+00:00,3,534.06,3.02,15.08,95.84,31.47,21.21,23.95,0.74
2020-12-19 18:00:00+00:00,3,527.38,1.75,12.17,124.45,32.42,24.45,26.85,0.47
2020-12-19 19:00:00+00:00,3,453.95,0.91,7.54,135.9,27.42,23.23,25.12,0.1
2020-12-19 20:00:00+00:00,3,407.22,0.69,5.66,137.33,23.13,20.35,21.95,0.07
2020-12-19 21:00:00+00:00,3,400.54,0.67,5.83,138.76,20.98,19.49,21.01,0.16
2020-12-19 22:00:00+00:00,3,373.84,0.62,6.51,134.47,18.12,18.45,19.95,0.18
2020-12-19 23:00:00+00:00,3,357.15,0.44,9.08,130.18,26.7,19.66,21.19,0.01
2020-12-20 00:00:00+00:00,3,383.85,0.07,13.2,128.75,47.68,22.79,24.44,0.01
2020-12-20 01:00:00+00:00,3,487.33,0.0,21.76,107.29,56.27,22.6,24.64,0.88
2020-12-20 02:00:00+00:00,2,447.27,0.0,20.05,76.53,35.29,16.43,18.41,1.66
2020-12-20 03:00:00+00:00,2,390.53,0.0,15.42,65.09,21.22,14.5,16.75,2.03
